Date,Close,High,Low,Open,Volume
23-11-2011,30.68000031,32.70999908,26.97999954,27.35000038,0
24-11-2011,27.95000076,32.52000046,24.84000015,24.84000015,0
25-11-2011,29.12000084,30.12999916,27.95000076,27.95000076,0
28-11-2011,26.63999939,28.77000046,26.63999939,28.62999916,0
29-11-2011,26.87000084,28.14999962,26.20000076,26.63999939,0
30-11-2011,26.54999924,27.85000038,26.14999962,26.45999908,0
01-12-2011,25.02000046,26.54999924,23.37000084,26.54999924,0
02-12-2011,23.98999977,24.89999962,23.37999916,24.09000015,0
05-12-2011,25.02000046,25.75,23.39999962,23.39999962,0
07-12-2011,26.45999908,26.57999992,24.52000046,24.52000046,0
08-12-2011,28.57999992,29,25,25,0
09-12-2011,29.53000069,29.97999954,28.03000069,28.03000069,0
12-12-2011,29.27000046,30,27.20999908,27.20999908,0
13-12-2011,28.11000061,29.61000061,28.11000061,28.46999931,0
14-12-2011,28.79000092,29.35000038,28.07999992,28.07999992,0
15-12-2011,28.80999947,30.26000023,27.97999954,28.79000092,0
16-12-2011,29.69000053,29.69000053,27.47999954,27.47999954,0
19-12-2011,30.57999992,31.27000046,29.69000053,29.69000053,0
20-12-2011,30.53000069,31.02000046,29.54000092,30.57999992,0
21-12-2011,27.53000069,29.87999916,27.53000069,28.80999947,0
22-12-2011,26.84000015,28.22999954,26.57999992,27.30999947,0
23-12-2011,27.38999939,27.90999985,25.80999947,26.84000015,0
26-12-2011,26.60000038,27.96999931,26.30999947,26.98999977,0
27-12-2011,26.29000092,27.01000023,26.03000069,26.60000038,0
28-12-2011,26.73999977,27.23999977,25.94000053,26.29000092,0
29-12-2011,26.62000084,27.54999924,26.43000031,26.73999977,0
30-12-2011,27.11000061,27.79000092,26.25,26.62000084,0
02-01-2012,27.53000069,28.68000031,27.11000061,27.11000061,0
03-01-2012,26.15999985,27.53000069,25.98999977,27.53000069,0
04-01-2012,26.40999985,26.84000015,25.60000038,26.15999985,0
05-01-2012,25.90999985,26.60000038,25.71999931,26.40999985,0
06-01-2012,25.45999908,26.44000053,25.09000015,25.90999985,0
09-01-2012,25.68000031,26.54000092,24.90999985,25.64999962,0
10-01-2012,24,25.68000031,23.95999908,25.68000031,0
11-01-2012,24.54000092,24.63999939,23.31999969,24,0
12-01-2012,24.03000069,24.85000038,23.77000046,24.54000092,0
13-01-2012,23.47999954,24.14999962,23.22999954,24.03000069,0
16-01-2012,24.06999969,24.95999908,23.21999931,23.47999954,0
17-01-2012,22.61000061,24.06999969,22.47999954,24.06999969,0
18-01-2012,22.68000031,22.75,21.96999931,22.61000061,0
19-01-2012,21.68000031,22.68000031,20.87999916,22.68000031,0
20-01-2012,21.95999908,22.32999992,18.01000023,21.68000031,0
23-01-2012,22.13999939,22.90999985,21.95999908,21.95999908,0
24-01-2012,21.42000008,22.51000023,20.77000046,22.13999939,0
25-01-2012,21.02000046,21.42000008,18.62999916,21.42000008,0
27-01-2012,21.70000076,22.20000076,20.68000031,21.02000046,0
30-01-2012,23.45999908,23.47999954,21.70000076,21.70000076,0
31-01-2012,22.65999985,23.45999908,22.32999992,23.45999908,0
01-02-2012,22.88999939,23.48999977,22.17000008,22.65999985,0
02-02-2012,23.69000053,24.26000023,21.87999916,22.88999939,0
03-02-2012,24.09000015,24.48999977,23.35000038,23.69000053,0
06-02-2012,24.62000084,25.02000046,23.57999992,24.09000015,0
07-02-2012,24.90999985,25.14999962,23.69000053,24.65999985,0
08-02-2012,24.27000046,25.01000023,24.17000008,24.90999985,0
09-02-2012,23.29999924,24.61000061,23.25,24.27000046,0
10-02-2012,23.82999992,24.46999931,22.97999954,23.29999924,0
13-02-2012,23.70999908,24.76000023,23.12000084,23.82999992,0
14-02-2012,22.70999908,23.92000008,22.70999908,23.70999908,0
15-02-2012,22.10000038,22.70999908,21.70999908,22.70999908,0
16-02-2012,23.32999992,23.87999916,20.29999924,22.10000038,0
17-02-2012,24.18000031,24.90999985,21.80999947,23.32999992,0
21-02-2012,26.25,27.18000031,24.18000031,24.18000031,0
22-02-2012,26.79999924,27.29999924,25.69000053,26.25,0
23-02-2012,24.32999992,26.79999924,24.12999916,26.79999924,0
24-02-2012,24.81999969,25.79000092,23.59000015,24.32999992,0
27-02-2012,27.37999916,27.87000084,24.81999969,24.81999969,0
28-02-2012,25.85000038,27.37999916,25.70000076,27.37999916,0
29-02-2012,26.93000031,27.09000015,24.69000053,25.85000038,0
01-03-2012,27.67000008,28.02000046,26.52000046,26.93000031,0
02-03-2012,27.84000015,28.37000084,26.62000084,27.67000008,0
05-03-2012,28.92000008,29.54999924,28.20000076,28.20000076,0
06-03-2012,27.34000015,28.92000008,26.04999924,28.92000008,0
07-03-2012,26.32999992,27.34000015,25.96999931,27.34000015,0
09-03-2012,25.46999931,26.32999992,24.60000038,26.32999992,0
12-03-2012,26.27000046,26.93000031,24.92000008,25.46999931,0
13-03-2012,24.75,26.27000046,24.63999939,26.27000046,0
14-03-2012,24.71999931,25.09000015,23.03000069,24.75,0
15-03-2012,25.42000008,25.63999939,24.04000092,24.71999931,0
16-03-2012,23.12999916,25.42000008,22.57999992,25.42000008,0
19-03-2012,22.96999931,23.81999969,22.79000092,23.12999916,0
20-03-2012,21.94000053,22.96999931,21.36000061,22.96999931,0
21-03-2012,21,21.98999977,21,21.94000053,0
22-03-2012,24.77000046,24.77000046,20.59000015,21,0
23-03-2012,23.34000015,24.77000046,22.88999939,24.77000046,0
26-03-2012,26.73999977,27.45000076,22.39999962,23.34000015,0
27-03-2012,25.04999924,27.12999916,24.31999969,26.73999977,0
28-03-2012,24.87000084,25.82999992,24.81999969,25.04999924,0
29-03-2012,24.32999992,25.86000061,24.19000053,24.87000084,0
30-03-2012,22.37999916,24.32999992,22.06999969,24.32999992,0
02-04-2012,20.87999916,22.94000053,20.87999916,22.86000061,0
03-04-2012,20.01000023,20.87999916,19.93000031,20.87999916,0
04-04-2012,20.62999916,20.85000038,20.01000023,20.01000023,0
09-04-2012,22.32999992,22.44000053,20.62999916,20.62999916,0
10-04-2012,21.92000008,22.80999947,21.72999954,22.32999992,0
11-04-2012,22.29000092,22.75,21.64999962,21.92000008,0
12-04-2012,21.78000069,22.29000092,21.71999931,22.29000092,0
13-04-2012,22.75,23.15999985,19.86000061,19.86000061,0
16-04-2012,22.22999954,23.29000092,22.22999954,22.75,0
17-04-2012,20.30999947,22.75,20.29000092,22.22999954,0
18-04-2012,20.03000069,20.20000076,18.93000031,18.93000031,0
19-04-2012,19.35000038,20.03000069,18.98999977,20.03000069,0
20-04-2012,20.09000015,20.75,19.02000046,19.35000038,0
23-04-2012,21.56999969,21.56999969,19.70999908,20.09000015,0
24-04-2012,19.25,21.56999969,19.12999916,21.56999969,0
25-04-2012,18.94000053,20.39999962,17.76000023,17.76000023,0
26-04-2012,18.73999977,19.45000076,18.30999947,19.32999992,0
27-04-2012,17.88999939,19.18000031,17.85000038,18.73999977,0
30-04-2012,17.81999969,18.52000046,17.61000061,17.61000061,0
02-05-2012,18.54000092,18.61000061,17.81999969,17.81999969,0
03-05-2012,19.25,19.81999969,18.54000092,18.54000092,0
04-05-2012,21.12000084,21.45000076,19.25,19.25,0
07-05-2012,20.21999931,23.22999954,20.18000031,21.12000084,0
08-05-2012,22.15999985,22.29999924,19.64999962,20.21999931,0
09-05-2012,23.04000092,23.87000084,22.05999947,22.15999985,0
10-05-2012,22.71999931,23.63999939,22.06999969,23.04000092,0
11-05-2012,22.47999954,23.93000031,22.35000038,22.71999931,0
14-05-2012,23.26000023,23.52000046,22.47999954,22.47999954,0
15-05-2012,22.28000069,23.26000023,22.20000076,23.26000023,0
16-05-2012,23.70999908,24.54000092,22.28000069,22.28000069,0
17-05-2012,23.59000015,24.27000046,22.20999908,23.70999908,0
18-05-2012,23.54999924,25.45000076,22.56999969,23.59000015,0
21-05-2012,23.92000008,24.35000038,23.20000076,23.54999924,0
22-05-2012,24.38999939,24.62999916,22.60000038,23.92000008,0
23-05-2012,27.12999916,27.20000076,23.20999908,24.38999939,0
24-05-2012,25.48999977,27.12999916,24,27.12999916,0
25-05-2012,25.13999939,26.60000038,24.05999947,25.48999977,0
28-05-2012,23.68000031,25.39999962,23.59000015,25.13999939,0
29-05-2012,24.03000069,24.32999992,22.70000076,23.68000031,0
30-05-2012,25.29999924,25.54000092,23.29000092,24.03000069,0
31-05-2012,25.25,25.96999931,24.98999977,25.29999924,0
01-06-2012,26.77000046,26.77000046,24.87999916,25.25,0
04-06-2012,25.60000038,28.64999962,25.60000038,26.77000046,0
05-06-2012,26.26000023,26.69000053,24.27000046,25.60000038,0
06-06-2012,24.89999962,26.26000023,24.26000023,26.26000023,0
07-06-2012,23.63999939,25.05999947,23.34000015,24.89999962,0
08-06-2012,23.46999931,24.75,23.45000076,23.63999939,0
11-06-2012,25.02000046,25.02000046,23.46999931,23.46999931,0
12-06-2012,24.20000076,25.43000031,23.94000053,25.02000046,0
13-06-2012,24.36000061,25.31999969,23.53000069,24.20000076,0
14-06-2012,25.70999908,25.81999969,23.39999962,24.36000061,0
15-06-2012,25.54000092,25.92000008,24.48999977,25.70999908,0
18-06-2012,22.60000038,25.54000092,22.25,25.54000092,0
19-06-2012,21.43000031,22.60000038,21.04000092,22.60000038,0
20-06-2012,21.03000069,21.71999931,20.11000061,21.43000031,0
21-06-2012,19.94000053,21.21999931,19.43000031,21.03000069,0
22-06-2012,20.57999992,21.52000046,19.61000061,19.94000053,0
25-06-2012,21.56999969,21.62999916,20.04000092,20.57999992,0
26-06-2012,20.22999954,21.76000023,20.04000092,21.56999969,0
27-06-2012,20.37000084,20.80999947,19.38999939,20.22999954,0
28-06-2012,20.62000084,20.72999954,19.53000069,20.37000084,0
29-06-2012,19.07999992,20.62000084,18.79999924,20.62000084,0
02-07-2012,19.01000023,19.70000076,18.79000092,19.07999992,0
03-07-2012,18.55999947,19.01000023,18.13999939,19.01000023,0
04-07-2012,18.27000046,18.82999992,17.47999954,18.55999947,0
05-07-2012,18.35000038,18.70000076,18.09000015,18.27000046,0
06-07-2012,18.04000092,18.62999916,18.04000092,18.35000038,0
09-07-2012,18.71999931,19.09000015,18.04000092,18.04000092,0
10-07-2012,17.82999992,18.87000084,17.79999924,18.71999931,0
11-07-2012,18.38999939,18.56999969,17.79999924,17.82999992,0
12-07-2012,18.70999908,19.30999947,18.02000046,18.38999939,0
13-07-2012,18.26000023,18.70999908,17.62000084,18.70999908,0
16-07-2012,18.77000046,19.01000023,18.07999992,18.26000023,0
17-07-2012,17.78000069,18.77000046,17.71999931,18.77000046,0
18-07-2012,17.44000053,17.82999992,17.05999947,17.78000069,0
19-07-2012,16.37999916,17.44000053,16.32999992,17.44000053,0
20-07-2012,16.88999939,17.30999947,15.84000015,16.37999916,0
23-07-2012,18.65999985,18.67000008,16.88999939,16.88999939,0
24-07-2012,16.96999931,18.65999985,16.55999947,18.65999985,0
25-07-2012,16.75,18.13999939,16.47999954,16.96999931,0
26-07-2012,16.37000084,17.57999992,15.92000008,16.75,0
27-07-2012,16.44000053,16.75,15.42000008,16.37000084,0
30-07-2012,16.60000038,17.31999969,16.43000031,16.44000053,0
31-07-2012,16.01000023,17.12999916,15.93000031,16.60000038,0
01-08-2012,16.45000076,16.47999954,15.85999966,16.01000023,0
02-08-2012,16.77000046,16.90999985,16.45000076,16.45000076,0
03-08-2012,16.12000084,16.95999908,16.12000084,16.77000046,0
06-08-2012,16.21999931,16.51000023,15.68000031,16.12000084,0
07-08-2012,16.20999908,16.32999992,15.73999977,16.21999931,0
08-08-2012,16.37000084,16.73999977,15.51000023,16.20999908,0
09-08-2012,16.32999992,16.77000046,16.04000092,16.37000084,0
10-08-2012,16.06999969,16.51000023,16.03000069,16.32999992,0
13-08-2012,16.01000023,16.64999962,16,16.06999969,0
14-08-2012,15.64000034,16.14999962,15.56999969,16.01000023,0
16-08-2012,15.68999958,16.12999916,15.06999969,15.64000034,0
17-08-2012,15.72999954,16.02000046,15.21000004,15.68999958,0
21-08-2012,16.29999924,16.48999977,15.71000004,15.72999954,0
22-08-2012,16,16.53000069,15.78999996,16.29999924,0
23-08-2012,16.12000084,16.36000061,15.43999958,16,0
24-08-2012,16.15999985,16.79999924,15.65999985,16.12000084,0
27-08-2012,16.46999931,17.03000069,14.68000031,16.15999985,0
28-08-2012,16.35000038,16.76000023,15.80000019,16.46999931,0
29-08-2012,16.73999977,16.89999962,15.64000034,16.35000038,0
30-08-2012,16.67000008,17.04000092,16.54999924,16.73999977,0
31-08-2012,17.29999924,17.35000038,16.59000015,16.67000008,0
03-09-2012,17.28000069,17.5,16.86000061,17.29999924,0
04-09-2012,16.59000015,17.28000069,16.59000015,17.28000069,0
05-09-2012,17.01000023,17.14999962,16.19000053,16.59000015,0
06-09-2012,16.97999954,17.06999969,16.22999954,17.01000023,0
07-09-2012,15.26000023,16.97999954,15.19999981,16.97999954,0
10-09-2012,15.27000046,15.46000004,14.76000023,14.76000023,0
11-09-2012,15.38000011,15.51000023,15.10000038,15.27000046,0
12-09-2012,15.03999996,15.65999985,14.64000034,15.38000011,0
13-09-2012,15.67000008,15.82999992,14.61999989,15.03999996,0
14-09-2012,15.38000011,15.67000008,13.85999966,15.67000008,0
17-09-2012,17.78000069,17.80999947,15.38000011,15.38000011,0
18-09-2012,17.82999992,18.09000015,16.17000008,17.78000069,0
20-09-2012,18.62000084,18.80999947,17.12999916,17.82999992,0
21-09-2012,18.93000031,19.45000076,17.09000015,18.62000084,0
24-09-2012,18.82999992,19.82999992,18.45999908,18.93000031,0
25-09-2012,17.11000061,18.82999992,17.11000061,18.82999992,0
26-09-2012,16.96999931,17.29999924,16.62000084,17.11000061,0
27-09-2012,16.90999985,17.09000015,15.72999954,16.96999931,0
28-09-2012,16.15999985,16.90999985,16.12999916,16.90999985,0
01-10-2012,16.34000015,16.77000046,15.98999977,16.15999985,0
03-10-2012,16.5,16.97999954,15.68999958,16.34000015,0
04-10-2012,16.44000053,16.62000084,15.59000015,16.5,0
05-10-2012,16.78000069,17.48999977,15.68000031,16.44000053,0
08-10-2012,17.17000008,17.59000015,16.17000008,16.78000069,0
09-10-2012,16.79999924,17.17000008,16.31999969,17.17000008,0
10-10-2012,16.82999992,17.15999985,16.5,16.79999924,0
11-10-2012,16.48999977,17.23999977,16.12000084,16.82999992,0
12-10-2012,16.48999977,16.81999969,15.36999989,16.48999977,0
15-10-2012,15.89999962,16.68000031,15.77999973,16.48999977,0
16-10-2012,15.56999969,15.89999962,14.81999969,15.89999962,0
17-10-2012,15.17000008,15.56999969,14.35999966,15.56999969,0
18-10-2012,14.76000023,15.17000008,14.14999962,15.17000008,0
19-10-2012,14.53999996,15.18999958,13.94999981,14.76000023,0
22-10-2012,13.03999996,14.36999989,12.86999989,14.34000015,0
23-10-2012,13.71000004,14.22000027,12.93000031,13.03999996,0
25-10-2012,13.52000046,14.55000019,13.39999962,13.71000004,0
29-10-2012,15.11999989,15.36999989,14.21000004,14.21000004,0
30-10-2012,15.17000008,15.55000019,15.09000015,15.11999989,0
31-10-2012,14.39999962,15.18000031,14.31000042,15.17000008,0
01-11-2012,14.07999992,14.67000008,14.01000023,14.39999962,0
02-11-2012,13.65999985,14.07999992,13.25,14.07999992,0
05-11-2012,14.63000011,14.97999954,13.48999977,13.65999985,0
06-11-2012,15.21000004,15.64000034,13.82999992,14.63000011,0
07-11-2012,14.51000023,15.39000034,14.40999985,15.21000004,0
08-11-2012,14.22000027,14.56999969,13.85999966,14.51000023,0
09-11-2012,14.36999989,14.80000019,13.56999969,14.22000027,0
12-11-2012,14.85999966,15.10999966,13.75,14.36999989,0
15-11-2012,15.52999973,16.36000061,13.85000038,14.90999985,0
16-11-2012,16.21999931,16.27000046,14.13000011,15.52999973,0
19-11-2012,16.68000031,17.21999931,14.71000004,16.21999931,0
20-11-2012,15.81000042,16.68000031,14.72000027,16.68000031,0
21-11-2012,15.46000004,16.03000069,14.81999969,15.81000042,0
22-11-2012,14.90999985,15.55000019,14.64999962,15.46000004,0
23-11-2012,14.68000031,15.01000023,13.42000008,14.90999985,0
26-11-2012,14.67000008,14.93999958,14.09000015,14.68000031,0
27-11-2012,13.96000004,14.68000031,13.39000034,14.67000008,0
29-11-2012,15.36999989,15.61999989,13.47999954,13.96000004,0
30-11-2012,15.14999962,15.38000011,14.06000042,15.36999989,0
03-12-2012,15.61999989,15.72000027,14.53999996,15.14999962,0
04-12-2012,15.90999985,16.17000008,14.61999989,15.61999989,0
05-12-2012,16.62000084,16.71999931,14.78999996,15.90999985,0
06-12-2012,15.23999977,16.62000084,15.02000046,16.62000084,0
07-12-2012,14.96000004,15.51000023,14.42000008,15.23999977,0
10-12-2012,14.51000023,14.96000004,14.22000027,14.96000004,0
11-12-2012,14.67000008,14.84000015,13.39000034,14.51000023,0
12-12-2012,14.51000023,14.67000008,13.39999962,14.67000008,0
13-12-2012,14.71000004,14.85999966,13.28999996,14.51000023,0
14-12-2012,14.22999954,14.82999992,13.43000031,14.71000004,0
17-12-2012,14.92000008,15.06000042,13.42000008,14.22999954,0
18-12-2012,14.43999958,14.92000008,14.06999969,14.92000008,0
19-12-2012,14.47000027,14.64000034,13.27999973,14.43999958,0
20-12-2012,14.31999969,14.89999962,13.77000046,14.47000027,0
21-12-2012,14.63000011,15.06000042,13.77000046,14.31999969,0
24-12-2012,14.48999977,15.14999962,14.14999962,14.63000011,0
26-12-2012,14.10000038,14.97999954,14.02999973,14.48999977,0
27-12-2012,13.73999977,14.34000015,13.61999989,14.10000038,0
28-12-2012,13.63000011,13.82999992,13.46000004,13.73999977,0
31-12-2012,14.94999981,14.97000027,13.63000011,13.63000011,0
