Date,Close,High,Low,Open,Volume
04-01-2021,20.03000069,21.03000069,19.34000015,19.55999947,0
05-01-2021,20.45999908,21.01000023,20.03000069,20.03000069,0
06-01-2021,21,21.62999916,20.43000031,20.45999908,0
07-01-2021,20.62000084,21,20.13999939,21,0
08-01-2021,20.63999939,20.85000038,17.37999916,20.62000084,0
11-01-2021,22.37999916,22.75,20.63999939,20.63999939,0
12-01-2021,22.85000038,23.26000023,22.29000092,22.37999916,0
13-01-2021,23.29000092,24.04999924,22.37000084,22.85000038,0
14-01-2021,23.03000069,23.70000076,22.80999947,23.29000092,0
15-01-2021,24.01000023,24.68000031,23.03000069,23.03000069,0
18-01-2021,24.39999962,25.40999985,23.56999969,24.01000023,0
19-01-2021,22.89999962,24.39999962,20.36000061,24.39999962,0
20-01-2021,21.54999924,23.19000053,19.32999992,22.89999962,0
21-01-2021,22.18000031,22.78000069,18.62000084,21.54999924,0
25-01-2021,23.25,23.80999947,20.34000015,22.42000008,0
27-01-2021,24.38999939,24.75,20.82999992,23.25,0
28-01-2021,24.29000092,25.29999924,23.44000053,24.38999939,0
29-01-2021,25.34000015,25.98999977,22.07999992,24.29000092,0
01-02-2021,23.31999969,25.93000031,22.60000038,25.34000015,0
02-02-2021,23.35000038,23.61000061,21,23.31999969,0
03-02-2021,23.75,24.20000076,20.95000076,23.35000038,0
04-02-2021,23.12000084,23.93000031,22.09000015,23.75,0
05-02-2021,23.42000008,23.94000053,20.07999992,23.12000084,0
08-02-2021,23.95999908,24.35000038,22.18000031,23.42000008,0
09-02-2021,24.27000046,24.46999931,21.43000031,23.95999908,0
10-02-2021,23.95000076,24.95999908,20.90999985,24.27000046,0
11-02-2021,23.04999924,24.21999931,21.02000046,23.95000076,0
12-02-2021,22.04000092,23.06999969,20.88999939,23.04999924,0
16-02-2021,21.78000069,22.12000084,20.54000092,21.47999954,0
18-02-2021,21.54000092,22.09000015,19.95999908,21.51000023,0
19-02-2021,22.25,22.87000084,19.35000038,21.54000092,0
22-02-2021,25.46999931,25.81999969,20.02000046,22.25,0
23-02-2021,25.22999954,25.63999939,23.86000061,25.46999931,0
24-02-2021,24.17000008,25.22999954,23.47999954,25.22999954,0
25-02-2021,22.88999939,24.17000008,22.62999916,24.17000008,0
