Index Name,Date,Open,High,Low,Close,FII_Gross_Purchase,FII_Gross_Sales,FII_Net_Purchase_Sales,DII_Gross_Purchase,DII_Gross_Sales,DII_Net_Purchase_Sales,vix
NIFTY 50,2024-12-03,24367.5,24481.35,24280.0,24457.15,22450.0,18785.33,3664.67,14553.16,14804.15,-250.99,14.36999989
NIFTY 50,2024-12-02,24140.85,24301.7,24008.65,24276.05,13605.12,13843.4,-238.28,12456.43,8867.77,3588.66,14.69999981
NIFTY 50,2024-11-29,23927.15,24188.45,23927.15,24131.1,14786.35,19169.9,-4383.55,15201.68,9478.34,5723.34,14.43000031
NIFTY 50,2024-11-28,24274.15,24345.75,23873.35,23914.15,10796.17,22552.42,-11756.25,17685.35,8967.05,8718.3,15.21000004
NIFTY 50,2024-11-27,24204.8,24354.55,24145.65,24274.9,13027.06,13019.28,7.78,10230.12,8928.15,1301.97,14.63000011
NIFTY 50,2024-11-26,24343.3,24343.3,24125.4,24194.5,10971.18,9813.48,1157.7,8406.15,10317.01,-1910.86,15.31000042
NIFTY 50,2024-11-25,24253.55,24351.55,24135.45,24221.9,85251.94,75304.39,9947.55,17624.75,24532.72,-6907.97,15.30000019
NIFTY 50,2024-11-22,23411.8,23956.1,23359.0,23907.25,16985.36,18263.73,-1278.37,12251.72,10529.57,1722.15,16.10000038
NIFTY 50,2024-11-21,23488.45,23507.3,23263.15,23349.9,16559.63,21880.31,-5320.68,14555.77,10355.61,4200.16,15.98999977
NIFTY 50,2024-11-19,23529.55,23780.65,23464.8,23518.5,15255.09,18666.82,-3411.73,13657.81,10873.92,2783.89,15.65999985
NIFTY 50,2024-11-18,23605.3,23606.8,23350.4,23453.8,14256.29,15659.69,-1403.4,11521.42,9190.86,2330.56,15.17000008
NIFTY 50,2024-11-14,23542.15,23675.9,23484.15,23532.7,13003.06,14852.93,-1849.87,10200.35,7718.54,2481.81,14.77999973
NIFTY 50,2024-11-13,23822.45,23873.6,23509.6,23559.05,15178.17,17680.75,-2502.58,14095.16,7949.92,6145.24,15.43999958
NIFTY 50,2024-11-12,24225.8,24242.0,23839.15,23883.45,12542.73,15567.04,-3024.31,10330.28,8475.82,1854.46,14.59000015
NIFTY 50,2024-11-11,24087.25,24336.8,24004.6,24141.3,9430.85,11737.73,-2306.88,9848.87,7822.24,2026.63,14.27000046
NIFTY 50,2024-11-08,24207.7,24276.15,24066.65,24148.2,9336.94,12740.98,-3404.04,11246.96,9498.52,1748.44,14.47000027
NIFTY 50,2024-11-07,24489.6,24503.35,24179.05,24199.35,11736.07,16624.84,-4888.77,11374.43,9587.73,1786.7,14.93999958
NIFTY 50,2024-11-06,24308.75,24537.6,24204.05,24484.05,11911.9,16357.49,-4445.59,16061.64,11172.31,4889.33,14.86999989
NIFTY 50,2024-11-05,23916.5,24229.05,23842.75,24213.3,11851.47,14420.88,-2569.41,12616.72,9585.76,3030.96,16.12000084
NIFTY 50,2024-11-04,24315.75,24316.75,23816.15,23995.35,13786.39,18116.18,-4329.79,12449.82,9513.74,2936.08,16.69000053
NIFTY 50,2024-11-01,24302.75,24368.25,24280.2,24304.35,68.79,280.72,-211.93,50.09,427.42,-377.33,15.89999962
NIFTY 50,2024-10-31,24349.85,24372.45,24172.6,24205.35,,,,,,,15.55000019
NIFTY 50,2024-10-30,24371.45,24498.2,24307.3,24340.85,14908.59,19522.24,-4613.65,13594.06,9075.78,4518.28,15.51000023
NIFTY 50,2024-10-29,24328.85,24484.5,24140.85,24466.85,15508.5,16057.19,-548.69,12823.77,12093.64,730.13,14.52000046
NIFTY 50,2024-10-28,24251.1,24492.6,24134.9,24339.15,13393.3,16621.38,-3228.08,12258.32,10857.47,1400.85,14.28999996
NIFTY 50,2024-10-25,24418.05,24440.25,24073.9,24180.8,14209.84,17246.59,-3036.75,15203.44,11044.15,4159.29,14.63000011
NIFTY 50,2024-10-24,24412.7,24480.65,24341.2,24399.4,12537.42,17599.87,-5062.45,13827.85,10207.38,3620.47,13.97000027
NIFTY 50,2024-10-23,24378.15,24604.25,24378.1,24435.5,14752.71,20437.34,-5684.63,16433.67,10393.77,6039.9,14.61999989
NIFTY 50,2024-10-22,24798.65,24882.0,24445.8,24472.1,15579.8,19558.41,-3978.61,16865.8,10996.74,5869.06,14.39999962
NIFTY 50,2024-10-21,24956.15,24978.3,24679.6,24781.1,11982.7,14244.53,-2261.83,13741.13,10515.22,3225.91,13.76000023
NIFTY 50,2024-10-18,24664.95,24886.2,24567.65,24854.05,12348.95,17834.65,-5485.7,13850.16,8635.33,5214.83,13.03999996
NIFTY 50,2024-10-17,25027.4,25029.5,24728.9,24749.85,9721.1,17142.5,-7421.4,16817.01,11837.18,4979.83,13.39000034
NIFTY 50,2024-10-16,25008.55,25093.4,24908.45,24971.3,14465.64,17901.58,-3435.94,13432.45,11176.16,2256.29,13.05000019
NIFTY 50,2024-10-15,25186.3,25212.05,25008.15,25057.35,16097.89,17846.6,-1748.71,13229.43,11574.47,1654.96,13.0
NIFTY 50,2024-10-14,25023.45,25159.75,25017.5,25127.95,9364.16,13095.75,-3731.59,11597.52,9319.43,2278.09,13.0
NIFTY 50,2024-10-11,24985.3,25028.65,24920.05,24964.25,6219.76,10382.42,-4162.66,11906.51,8175.64,3730.87,13.22000027
NIFTY 50,2024-10-10,25067.05,25134.05,24979.4,24998.45,16514.3,21440.91,-4926.61,13301.19,9422.86,3878.33,13.5
NIFTY 50,2024-10-09,25065.8,25234.05,24947.7,24981.95,11726.26,16288.97,-4562.71,14841.81,11333.2,3508.61,14.11999989
NIFTY 50,2024-10-08,24832.2,25044.0,24756.8,25013.15,14774.19,20503.79,-5729.6,19494.71,12494.03,7000.68,14.59000015
NIFTY 50,2024-10-07,25084.1,25143.0,24694.35,24795.75,14057.25,22350.66,-8293.41,23924.07,10678.95,13245.12,15.07999992
NIFTY 50,2024-10-04,25181.9,25485.05,24966.8,25014.6,14524.79,24421.74,-9896.95,20286.53,11381.45,8905.08,14.13000011
NIFTY 50,2024-10-03,25452.85,25639.45,25230.3,25250.1,17311.91,32555.18,-15243.27,25294.47,12380.51,12913.96,13.17000008
NIFTY 50,2024-10-01,25788.45,25907.6,25739.2,25796.9,12627.79,18207.14,-5579.35,14435.2,9825.65,4609.55,11.98999977
NIFTY 50,2024-09-30,26061.3,26134.7,25794.1,25810.85,,,,,,,12.78999996
NIFTY 50,2024-09-27,26248.25,26277.35,26151.4,26178.95,26135.9,27345.0,-1209.1,50042.69,43156.04,6886.65,11.96000004
NIFTY 50,2024-09-26,26005.4,26250.9,25998.4,26216.05,26421.21,25791.25,629.96,15461.3,13056.18,2405.12,12.0
NIFTY 50,2024-09-25,25899.45,26032.8,25871.35,26004.15,15086.88,16060.82,-973.94,12899.34,11120.35,1778.99,12.73999977
NIFTY 50,2024-09-24,25921.45,26011.55,25886.85,25940.4,20111.37,22895.51,-2784.14,15939.51,12071.2,3868.31,13.39000034
NIFTY 50,2024-09-23,25872.55,25956.0,25847.35,25939.05,12094.89,11690.47,404.42,11666.36,10643.72,1022.64,13.78999996
NIFTY 50,2024-09-20,25525.95,25849.25,25426.6,25790.95,59452.33,45388.28,14064.05,16987.42,21414.5,-4427.08,12.78999996
NIFTY 50,2024-09-19,25487.05,25611.95,25376.05,25415.8,17852.32,20399.85,-2547.53,16234.69,14221.83,2012.86,12.47000027
NIFTY 50,2024-09-18,25402.4,25482.2,25285.55,25377.55,11654.0,10500.31,1153.69,11794.51,11642.2,152.31,13.36999989
