Index Name,Date,Open,High,Low,Close,FII_Gross_Purchase,FII_Gross_Sales,FII_Net_Purchase_Sales,DII_Gross_Purchase,DII_Gross_Sales,DII_Net_Purchase_Sales,vix
NIFTY 50,09-10-2024,25065.8,25234.05,24947.7,24981.95,11726.26,16288.97,-4562.71,14841.81,11333.2,3508.61,14.1225
NIFTY 50,08-10-2024,24832.2,25044.0,24756.8,25013.15,14774.19,20503.79,-5729.6,19494.71,12494.03,7000.68,14.5875
NIFTY 50,07-10-2024,25084.1,25143.0,24694.35,24795.75,14057.25,22350.66,-8293.41,23924.07,10678.95,13245.12,15.08
NIFTY 50,04-10-2024,25181.9,25485.05,24966.8,25014.6,14524.79,24421.74,-9896.95,20286.53,11381.45,8905.08,14.1275
NIFTY 50,03-10-2024,25452.85,25639.45,25230.3,25250.1,17311.91,32555.18,-15243.27,25294.47,12380.51,12913.96,13.17
NIFTY 50,01-10-2024,25788.45,25907.6,25739.2,25796.9,12627.79,18207.14,-5579.35,14435.2,9825.65,4609.55,11.9875
NIFTY 50,30-09-2024,26061.3,26134.7,25794.1,25810.85,,,,,,,12.7875
NIFTY 50,27-09-2024,26248.25,26277.35,26151.4,26178.95,26135.9,27345.0,-1209.1,50042.69,43156.04,6886.65,11.9625
NIFTY 50,26-09-2024,26005.4,26250.9,25998.4,26216.05,26421.21,25791.25,629.96,15461.3,13056.18,2405.12,12.0025
NIFTY 50,25-09-2024,25899.45,26032.8,25871.35,26004.15,15086.88,16060.82,-973.94,12899.34,11120.35,1778.99,12.7425
NIFTY 50,24-09-2024,25921.45,26011.55,25886.85,25940.4,20111.37,22895.51,-2784.14,15939.51,12071.2,3868.31,13.3925
NIFTY 50,23-09-2024,25872.55,25956.0,25847.35,25939.05,12094.89,11690.47,404.42,11666.36,10643.72,1022.64,13.785
NIFTY 50,20-09-2024,25525.95,25849.25,25426.6,25790.95,59452.33,45388.28,14064.05,16987.42,21414.5,-4427.08,12.79
NIFTY 50,19-09-2024,25487.05,25611.95,25376.05,25415.8,17852.32,20399.85,-2547.53,16234.69,14221.83,2012.86,12.47
NIFTY 50,18-09-2024,25402.4,25482.2,25285.55,25377.55,11654.0,10500.31,1153.69,11794.51,11642.2,152.31,13.3725
NIFTY 50,17-09-2024,25416.9,25441.65,25352.25,25418.55,13095.19,12612.5,482.69,10959.98,10085.83,874.15,12.59
NIFTY 50,16-09-2024,25406.65,25445.7,25336.2,25383.75,8617.1,10252.08,-1634.98,10025.07,9270.98,754.09,12.46
NIFTY 50,13-09-2024,25430.45,25430.5,25292.45,25356.5,15982.99,13618.17,2364.82,11156.43,8624.25,2532.18,12.55
NIFTY 50,12-09-2024,25059.65,25433.35,24941.45,25388.9,23301.02,15606.02,7695.0,13690.6,15491.14,-1800.54,13.1825
NIFTY 50,11-09-2024,25034.0,25113.7,24885.15,24918.45,15414.6,13659.6,1755.0,11401.9,11171.0,230.9,13.6275
NIFTY 50,10-09-2024,24999.4,25130.5,24896.8,25041.1,16771.58,14563.35,2208.23,12153.63,12429.0,-275.37,13.36
NIFTY 50,09-09-2024,24823.4,24957.5,24753.15,24936.4,8617.1,10252.08,-1634.98,10025.07,9270.98,754.09,14.2375
NIFTY 50,06-09-2024,25093.7,25168.75,24801.3,24852.15,16911.35,17532.3,-620.95,15699.2,13577.67,2121.53,15.2175
NIFTY 50,05-09-2024,25250.5,25275.45,25127.75,25145.1,17446.87,18135.56,-688.69,14803.18,11832.44,2970.74,14.2075
NIFTY 50,04-09-2024,25089.95,25216.0,25083.8,25198.7,16585.13,15609.67,975.46,13583.92,13486.57,97.35,14.3775
NIFTY 50,03-09-2024,25313.4,25321.7,25235.8,25279.85,19444.04,18414.79,1029.25,11867.28,9971.07,1896.21,13.8425
NIFTY 50,02-09-2024,25333.6,25333.65,25235.5,25278.7,13772.63,12037.17,1735.46,12538.52,12182.15,356.37,14.06
NIFTY 50,30-08-2024,25249.7,25268.35,25199.4,25235.9,,,,,,,13.3925
NIFTY 50,29-08-2024,25035.3,25192.9,24998.5,25151.95,27036.06,23776.5,3259.56,19919.09,17228.24,2690.85,13.7875
NIFTY 50,28-08-2024,25030.8,25129.6,24964.65,25052.35,13535.83,14883.36,-1347.53,12746.57,12307.22,439.35,13.95
NIFTY 50,27-08-2024,25024.8,25073.1,24973.65,25017.75,15002.15,13498.39,1503.76,12159.6,12763.68,-604.08,13.6325
NIFTY 50,26-08-2024,24906.1,25043.8,24874.7,25010.6,12749.26,12265.9,483.36,13045.47,11175.25,1870.22,13.795
NIFTY 50,23-08-2024,24845.4,24858.4,24771.65,24823.15,16775.7,14831.22,1944.48,13341.03,10445.01,2896.02,13.5525
NIFTY 50,22-08-2024,24863.4,24867.35,24784.45,24811.5,18462.95,17091.16,1371.79,12239.7,9267.9,2971.8,13.0
NIFTY 50,21-08-2024,24680.55,24787.95,24654.5,24770.2,16888.07,17687.81,-799.74,13299.53,10202.08,3097.45,13.3325
NIFTY 50,20-08-2024,24648.9,24734.3,24607.2,24698.85,17714.69,19172.65,-1457.96,13182.77,10930.67,2252.1,13.82
NIFTY 50,19-08-2024,24636.35,24638.8,24522.95,24572.65,12084.3,14751.76,-2667.46,11138.17,9335.25,1802.92,14.315
NIFTY 50,16-08-2024,24334.85,24563.9,24204.5,24541.15,18494.25,17727.73,766.52,12795.7,10189.52,2606.18,14.4025
NIFTY 50,14-08-2024,24184.4,24196.5,24099.7,24143.75,14970.0,17565.27,-2595.27,12269.21,10033.0,2236.21,15.435
NIFTY 50,13-08-2024,24342.35,24359.95,24116.5,24139.0,14502.44,16609.61,-2107.17,13005.78,11765.82,1239.96,16.1675
NIFTY 50,12-08-2024,24320.05,24472.8,24212.1,24347.0,13846.14,18526.65,-4680.51,13701.95,9224.22,4477.73,15.8675
NIFTY 50,09-08-2024,24386.85,24419.75,24311.2,24367.5,12454.93,12048.21,406.72,15190.99,11211.4,3979.59,15.335
NIFTY 50,08-08-2024,24248.55,24340.5,24079.7,24117.0,15490.67,18117.4,-2626.73,11738.64,11161.34,577.3,16.6025
NIFTY 50,07-08-2024,24289.4,24337.7,24184.9,24297.5,14094.77,17409.53,-3314.76,16070.87,12269.66,3801.21,16.17
NIFTY 50,06-08-2024,24189.85,24382.6,23960.4,23992.55,14389.37,17920.61,-3531.24,14422.78,11065.33,3357.45,18.7425
NIFTY 50,05-08-2024,24302.85,24350.05,23893.7,24055.6,12724.19,22797.94,-10073.75,23766.9,14611.35,9155.55,20.3675
,03-08-2024,,,,,19444.04,18414.79,1029.25,11867.28,9971.07,1896.21,
NIFTY 50,02-08-2024,24789.0,24851.9,24686.85,24717.7,14184.9,17494.9,-3310.0,16579.92,13613.98,2965.94,14.32
NIFTY 50,01-08-2024,25030.95,25078.3,24956.4,25010.9,17860.22,15770.94,2089.28,13956.4,14293.43,-337.03,12.93
NIFTY 50,31-07-2024,24886.7,24984.6,24856.5,24951.15,,,,,,,13.25
NIFTY 50,30-07-2024,24839.4,24971.75,24798.65,24857.3,14451.86,20050.5,-5598.64,18718.94,13153.84,5565.1,12.88
NIFTY 50,29-07-2024,24943.3,24999.75,24774.6,24836.1,17371.87,19846.41,-2474.54,18993.38,13327.84,5665.54,12.945
NIFTY 50,26-07-2024,24423.35,24861.15,24410.9,24834.85,18201.3,15654.92,2546.38,18856.44,16082.13,2774.31,12.2475
NIFTY 50,25-07-2024,24230.95,24426.15,24210.8,24406.1,14682.92,17288.41,-2605.49,15760.02,13328.33,2431.69,12.6175
NIFTY 50,24-07-2024,24444.95,24504.25,24307.25,24413.5,16121.97,21252.87,-5130.9,17787.34,14650.04,3137.3,11.7625
NIFTY 50,23-07-2024,24568.9,24582.55,24074.2,24479.05,14330.77,17306.08,-2975.31,17799.44,16380.62,1418.82,12.7475
NIFTY 50,22-07-2024,24445.75,24595.2,24362.3,24509.25,16970.11,13526.05,3444.06,13552.91,15205.25,-1652.34,15.4375
NIFTY 50,19-07-2024,24853.8,24854.8,24508.15,24530.9,15892.61,14386.49,1506.12,15051.42,15512.98,-461.56,14.825
NIFTY 50,18-07-2024,24543.8,24837.75,24504.45,24800.85,25520.62,20036.99,5483.63,15676.29,18580.54,-2904.25,14.51
NIFTY 50,16-07-2024,24615.9,24661.25,24587.65,24613.0,14482.47,13211.02,1271.45,14935.86,15465.34,-529.48,14.2225
NIFTY 50,15-07-2024,24587.6,24635.05,24522.75,24586.7,14857.07,12172.29,2684.78,15033.05,15364.05,-331.0,14.1875
NIFTY 50,12-07-2024,24387.95,24592.2,24331.15,24502.15,19113.62,15092.02,4021.6,14490.17,16141.62,-1651.45,13.725
NIFTY 50,11-07-2024,24396.55,24402.65,24193.75,24315.95,15359.94,16496.95,-1137.01,15835.3,14158.83,1676.47,13.995
NIFTY 50,10-07-2024,24459.85,24461.05,24141.8,24324.45,17464.23,16880.27,583.96,15152.85,14070.45,1082.4,14.4325
NIFTY 50,09-07-2024,24351.0,24443.6,24331.9,24433.2,14537.07,14222.61,314.46,13615.06,12198.6,1416.46,14.28
NIFTY 50,08-07-2024,24329.45,24344.6,24240.55,24320.55,13564.41,13503.43,60.98,14355.09,11488.3,2866.79,13.6
NIFTY 50,05-07-2024,24213.35,24363.0,24168.85,24323.85,13354.3,12112.97,1241.33,12695.07,14346.43,-1651.36,12.695
NIFTY 50,04-07-2024,24369.95,24401.0,24281.0,24302.15,13837.28,11261.43,2575.85,11303.32,13678.5,-2375.18,12.855
NIFTY 50,03-07-2024,24291.75,24309.15,24207.1,24286.5,18023.92,12540.29,5483.63,14121.15,15045.58,-924.43,13.205
NIFTY 50,02-07-2024,24228.75,24236.35,24056.4,24123.85,14551.15,16551.27,-2000.12,14203.4,13555.15,648.25,13.64
NIFTY 50,01-07-2024,23992.95,24164.0,23992.7,24141.95,13206.44,13632.47,-426.03,16210.07,12292.64,3917.43,13.83
NIFTY 50,28-06-2024,24085.9,24174.0,23985.8,24010.6,20605.78,20628.87,-23.09,20973.4,14315.09,6658.31,13.8025
NIFTY 50,27-06-2024,23881.55,24087.45,23805.4,24044.5,30849.47,23190.7,7658.77,26887.35,30493.28,-3605.93,14.1525
NIFTY 50,26-06-2024,23723.1,23889.9,23670.45,23868.8,19920.57,23456.0,-3535.43,18342.37,13238.7,5103.67,14.045
NIFTY 50,25-06-2024,23577.1,23754.15,23562.05,23721.3,17331.84,16155.93,1175.91,13519.21,13668.66,-149.45,14.3125
NIFTY 50,24-06-2024,23382.3,23558.1,23350.0,23537.85,13720.3,14374.27,-653.97,11251.18,12071.65,-820.47,14.0575
NIFTY 50,21-06-2024,23661.15,23667.1,23398.2,23501.1,44523.47,46313.66,-1790.19,18603.77,17366.56,1237.21,13.18
NIFTY 50,20-06-2024,23586.15,23624.0,23442.6,23567.0,16277.11,15861.81,415.3,12564.28,12890.09,-325.81,13.345
NIFTY 50,19-06-2024,23629.85,23664.0,23412.9,23516.0,24852.22,16943.86,7908.36,22548.24,15440.44,7107.8,13.7125
NIFTY 50,18-06-2024,23570.8,23579.05,23499.7,23557.9,19101.85,16532.45,2569.4,13955.22,12399.49,1555.73,12.965
NIFTY 50,14-06-2024,23464.95,23490.4,23334.25,23465.6,15691.02,13515.16,2175.86,11876.45,11220.69,655.76,12.8225
NIFTY 50,13-06-2024,23480.95,23481.05,23353.9,23398.9,19191.08,22224.08,-3033.0,12374.17,12928.05,-553.88,13.4875
NIFTY 50,12-06-2024,23344.45,23441.95,23295.95,23322.95,15273.41,14846.78,426.63,13651.65,13417.9,233.75,14.3875
NIFTY 50,11-06-2024,23283.75,23389.45,23206.65,23264.85,15527.24,15638.28,-111.04,14162.6,10969.31,3193.29,14.765
NIFTY 50,10-06-2024,23319.15,23411.9,23227.15,23259.2,13721.97,11149.59,2572.38,16933.99,14169.53,2764.46,16.3975
NIFTY 50,07-06-2024,22821.85,23320.2,22789.05,23290.15,19943.97,15552.95,4391.02,15564.17,16853.92,-1289.75,16.8825
NIFTY 50,06-06-2024,22798.6,22910.15,22642.6,22821.4,13969.51,20837.23,-6867.72,17030.3,13311.92,3718.38,16.8
NIFTY 50,05-06-2024,22128.35,22670.4,21791.95,22620.35,21012.72,26668.98,-5656.26,28615.23,24060.15,4555.08,18.885
NIFTY 50,04-06-2024,23179.5,23179.5,21281.45,21884.5,26776.17,39212.39,-12436.22,25963.84,29282.82,-3318.98,26.7475
NIFTY 50,03-06-2024,23337.9,23338.7,23062.3,23263.9,23451.26,16600.5,6850.76,22651.16,20737.18,1913.98,20.9375
NIFTY 50,31-05-2024,22568.1,22653.75,22465.1,22530.7,,,,,,,24.6025
NIFTY 50,30-05-2024,22617.45,22705.75,22417.0,22488.65,18108.69,21158.84,-3050.15,13748.5,10315.58,3432.92,24.175
NIFTY 50,29-05-2024,22762.75,22825.5,22685.45,22704.7,14162.04,20003.88,-5841.84,12954.15,7720.36,5233.79,24.175
NIFTY 50,28-05-2024,22977.15,22998.55,22858.5,22888.15,14739.43,14673.86,65.57,13169.66,9937.99,3231.67,24.195
NIFTY 50,27-05-2024,23038.95,23110.8,22871.2,22932.45,14013.38,14554.6,-541.22,12902.57,11979.97,922.6,23.1925
NIFTY 50,24-05-2024,22930.75,23026.4,22908.0,22957.1,11564.19,12509.02,-944.83,13475.7,11155.38,2320.32,21.71
NIFTY 50,23-05-2024,22614.1,22993.6,22577.45,22967.65,19821.55,15150.6,4670.95,12439.4,12292.89,146.51,21.38
NIFTY 50,22-05-2024,22576.6,22629.5,22483.15,22597.8,16061.42,16747.46,-686.04,13486.33,12524.42,961.91,21.4675
NIFTY 50,21-05-2024,22404.55,22591.1,22404.55,22529.05,17681.01,19555.55,-1874.54,16104.49,12555.52,3548.97,21.81
NIFTY 50,18-05-2024,22512.85,22520.25,22470.05,22502.0,50.71,143.66,-92.95,149.06,301.93,-152.87,20.525
NIFTY 50,17-05-2024,22415.25,22502.15,22345.65,22466.1,15820.61,14203.82,1616.79,11656.6,10100.35,1556.25,19.7975
NIFTY 50,16-05-2024,22319.2,22432.25,22054.55,22403.85,16603.64,17380.13,-776.49,14907.72,12779.91,2127.81,19.995
NIFTY 50,15-05-2024,22255.6,22297.55,22151.75,22200.55,11412.04,14244.87,-2832.83,12915.36,9126.98,3788.38,20.2725
NIFTY 50,14-05-2024,22112.9,22270.05,22081.25,22217.85,9988.34,14053.86,-4065.52,11455.11,7927.25,3527.86,20.195
NIFTY 50,13-05-2024,22027.95,22131.65,21821.05,22104.05,10309.45,14808.37,-4498.92,12655.75,9093.0,3562.75,20.6
NIFTY 50,10-05-2024,21990.95,22131.3,21950.3,22055.2,11603.33,13720.83,-2117.5,10677.79,7967.98,2709.81,18.4725
NIFTY 50,09-05-2024,22224.8,22307.75,21932.4,21957.5,11353.03,18347.89,-6994.86,16351.32,10708.79,5642.53,18.2
NIFTY 50,08-05-2024,22231.2,22368.65,22185.2,22302.5,11984.54,18653.64,-6669.1,15333.26,9404.45,5928.81,17.08
NIFTY 50,07-05-2024,22489.75,22499.05,22232.05,22302.5,13726.76,17395.6,-3668.84,13202.8,10898.3,2304.5,17.0075
NIFTY 50,06-05-2024,22561.6,22588.8,22409.45,22442.7,12598.23,14766.98,-2168.75,13791.15,13009.76,781.39,16.6
NIFTY 50,03-05-2024,22766.35,22794.7,22348.05,22475.85,17440.08,19832.06,-2391.98,13865.92,13175.4,690.52,14.6175
NIFTY 50,02-05-2024,22567.85,22710.5,22567.85,22648.2,16786.8,17751.27,-964.47,15122.33,13769.89,1352.44,13.445
NIFTY 50,30-04-2024,22679.65,22783.35,22568.4,22604.85,20925.96,19854.03,1071.93,14438.64,13009.53,1429.11,12.87
NIFTY 50,29-04-2024,22475.55,22655.8,22441.9,22643.4,13689.75,13520.66,169.09,11746.82,11054.77,692.05,12.235
NIFTY 50,26-04-2024,22620.4,22620.4,22385.55,22419.95,13909.55,17318.43,-3408.88,14475.58,10118.75,4356.83,10.925
NIFTY 50,25-04-2024,22316.9,22625.95,22305.25,22570.35,19378.28,22201.61,-2823.33,19088.02,12920.46,6167.56,10.73
NIFTY 50,24-04-2024,22421.55,22476.45,22384.0,22402.4,10242.95,12754.69,-2511.74,12601.22,8791.32,3809.9,10.275
NIFTY 50,23-04-2024,22447.05,22447.55,22349.45,22368.0,14931.47,17976.01,-3044.54,12337.81,9418.87,2918.94,10.195
NIFTY 50,22-04-2024,22336.9,22375.65,22198.15,22336.4,13189.75,16104.98,-2915.23,11855.59,8312.66,3542.93,12.7
NIFTY 50,19-04-2024,21861.5,22179.55,21777.65,22147.0,16285.77,16156.38,129.39,9396.68,9449.18,-52.5,13.4575
NIFTY 50,18-04-2024,22212.35,22326.5,21961.7,21995.85,18231.3,22491.63,-4260.33,14273.71,11988.19,2285.52,13.04
NIFTY 50,16-04-2024,22125.3,22213.75,22079.45,22147.9,10208.87,14676.96,-4468.09,13537.42,11497.04,2040.38,12.615
NIFTY 50,15-04-2024,22339.05,22427.45,22259.55,22272.5,10443.55,13711.55,-3268.0,13578.59,8815.66,4762.93,12.4675
NIFTY 50,12-04-2024,22677.4,22726.45,22503.75,22519.4,15405.32,23432.32,-8027.0,17220.28,10878.75,6341.53,11.5325
NIFTY 50,10-04-2024,22720.25,22775.7,22673.7,22753.8,13344.95,10566.78,2778.17,12342.51,12179.15,163.36,11.1075
NIFTY 50,09-04-2024,22765.1,22768.4,22612.25,22642.75,13964.84,14558.04,-593.2,11130.49,8873.31,2257.18,11.355
NIFTY 50,08-04-2024,22578.35,22697.3,22550.35,22666.3,11504.78,12189.46,-684.68,12727.46,9256.92,3470.54,11.61
NIFTY 50,05-04-2024,22486.4,22537.6,22427.6,22513.7,12834.7,11175.43,1659.27,9462.33,12832.75,-3370.42,11.3375
NIFTY 50,04-04-2024,22592.1,22619.0,22303.8,22514.65,13478.62,14615.09,-1136.47,12218.87,13111.98,-893.11,11.22
NIFTY 50,03-04-2024,22385.7,22521.1,22346.5,22434.65,13812.77,16026.33,-2213.56,13037.25,11934.84,1102.41,11.3725
NIFTY 50,02-04-2024,22458.8,22497.6,22388.15,22453.3,13279.04,14901.73,-1622.69,12163.4,10210.68,1952.72,11.6525
NIFTY 50,01-04-2024,22455.0,22529.95,22427.75,22462.0,8817.98,9340.28,-522.3,10193.47,8985.05,1208.42,12.0825
NIFTY 50,28-03-2024,22163.6,22516.0,22163.6,22326.9,24808.78,24620.47,188.31,12428.24,9736.72,2691.52,12.8325
NIFTY 50,27-03-2024,22053.95,22193.6,22052.85,22123.65,19558.69,17388.37,2170.32,26386.81,25189.2,1197.61,12.7025
NIFTY 50,26-03-2024,21947.9,22073.2,21947.55,22004.7,22714.11,22703.98,10.13,14130.31,9105.95,5024.36,12.82
NIFTY 50,22-03-2024,21932.2,22180.7,21883.3,22096.75,17460.11,20769.87,-3309.76,12729.17,8964.3,3764.87,12.22
NIFTY 50,21-03-2024,21989.9,22080.95,21941.3,22011.95,14245.79,16072.76,-1826.97,12950.48,9741.61,3208.87,12.5125
NIFTY 50,20-03-2024,21843.9,21930.9,21710.2,21839.1,10600.38,13199.57,-2599.19,11532.02,8864.5,2667.52,13.4725
NIFTY 50,19-03-2024,21946.45,21978.3,21793.1,21817.45,16839.13,15417.65,1421.48,16886.74,9437.26,7449.48,14.1125
NIFTY 50,18-03-2024,21990.1,22123.7,21916.55,22055.7,10143.76,12194.85,-2051.09,10135.01,7874.13,2260.88,13.895
NIFTY 50,15-03-2024,22064.85,22120.9,21931.7,22023.35,49504.55,48655.99,848.56,15254.61,15936.87,-682.26,13.69
NIFTY 50,14-03-2024,21982.55,22204.6,21917.5,22146.65,19814.37,21170.66,-1356.29,10729.35,10589.88,139.47,13.6225
NIFTY 50,13-03-2024,22432.2,22446.75,21905.65,21997.7,33223.63,37818.69,-4595.06,20267.9,11174.18,9093.72,14.4325
