Date,FII_Gross_Purchase,FII_Gross_Sales,FII_Net_Purchase_Sales,DII_Gross_Purchase,DII_Gross_Sales,DII_Net_Purchase_Sales
08-07-2015,6943.13,7297.45,-354.32,1368.19,1714.9,-346.71
07-07-2015,3745.14,3721.6,23.54,1379.05,1473.76,-94.71
06-07-2015,2863.2,2713.83,149.37,983.3,1392.96,-409.66
03-07-2015,2588.55,2232.26,356.29,951.38,1171.99,-220.61
02-07-2015,3952.13,3376.81,575.32,1181.02,1400.04,-219.02
01-07-2015,4397.59,4322.56,75.03,1345.73,1293.61,52.12
29-06-2015,2788.64,3500.52,-711.88,2099.06,1192.68,906.38
26-06-2015,3326.73,3530.47,-203.74,1775.66,1541.45,234.21
25-06-2015,6954.03,6673.82,280.21,2868.45,2876.9,-8.45
24-06-2015,4491.2,4398.63,92.57,1721.09,1707.57,13.52
23-06-2015,3139.18,3514.15,-374.97,1595.91,1191.71,404.2
22-06-2015,3526.32,2875.01,651.31,1353.64,1447.67,-94.03
19-06-2015,6463.41,6569.53,-106.12,1555.05,1107.5,447.55
18-06-2015,4041.26,4825.99,-784.73,2297.54,1187.53,1110.01
17-06-2015,4190.71,5131.62,-940.91,2728.31,1281.24,1447.07
16-06-2015,3512.26,4033.91,-521.65,1656.96,1012.15,644.81
15-06-2015,3028.02,3632.88,-604.86,1390.91,740.44,650.47
12-06-2015,3119.17,3790.13,-670.96,1537.78,832.2,705.58
11-06-2015,3752.77,4375.66,-622.89,1875.48,1286.19,589.29
10-06-2015,3279.45,3761.56,-482.11,1911.2,1123.14,788.06
09-06-2015,3152.89,3797.91,-645.02,1767.86,1075.57,692.29
08-06-2015,2932.64,3681.76,-749.12,1810.3,1280.48,529.82
05-06-2015,3663.81,4214.1,-550.29,2189.98,1310.48,879.5
04-06-2015,4968.11,4456.21,511.9,2089.78,1317.74,772.04
03-06-2015,4868.93,5596.54,-727.61,2109.42,1696.76,412.66
02-06-2015,4255.53,4849.67,-594.14,1760.02,1488.38,271.64
01-06-2015,4078.43,3964.96,113.47,1589.58,1540.24,49.34
29-05-2015,24676.01,22391.71,2284.3,3198.78,5466.66,-2267.88
28-05-2015,6851.77,7644.31,-792.54,3145.51,2462.22,683.29
27-05-2015,5094.23,6029.21,-934.98,2375.06,1781.03,594.03
26-05-2015,4082.62,3967.81,114.81,1835.47,1711.62,123.85
25-05-2015,2458.33,2384.19,74.14,1411.95,1411.78,0.17
22-05-2015,6279.25,6067.83,211.42,1776.79,1539.17,237.62
21-05-2015,5938.54,6124.8,-186.26,1721.79,1317.78,404.01
20-05-2015,4303.18,4179.69,123.49,1617.22,1513.64,103.58
19-05-2015,4901.79,4853.73,48.06,1693.92,1242.9,451.02
18-05-2015,4876.92,5079.04,-202.12,2002.88,1384.34,618.54
15-05-2015,3595.53,3633.84,-38.31,1799.79,1236.19,563.6
14-05-2015,4513.61,4587.37,-73.76,1367.34,1064.77,302.57
13-05-2015,5205.87,5277.07,-71.2,2050.55,1796.55,254.0
12-05-2015,4856.75,6186.18,-1329.43,2545.56,1213.63,1331.93
11-05-2015,4529.36,4359.39,169.97,1851.42,1522.85,328.57
08-05-2015,4236.79,4674.35,-437.56,2725.58,1611.2,1114.38
07-05-2015,3991.69,5352.38,-1360.69,2732.1,1574.08,1158.02
06-05-2015,5422.22,7121.82,-1699.6,3073.38,1618.41,1454.97
05-05-2015,4408.29,5164.81,-756.52,2182.05,1202.86,979.19
04-05-2015,5105.79,5045.26,60.53,1253.94,1107.14,146.8
30-04-2015,7711.13,10868.74,-3157.61,4676.55,2215.75,2460.8
29-04-2015,4453.67,5171.98,-718.31,1989.99,1077.53,912.46
28-04-2015,4601.68,6134.52,-1532.84,3322.52,1785.44,1537.08
27-04-2015,4933.63,6682.96,-1749.33,3286.5,1618.96,1667.54
24-04-2015,6282.92,7058.38,-775.46,2666.64,1770.31,896.33
23-04-2015,4938.12,5214.95,-276.83,1808.53,1248.93,559.6
22-04-2015,4919.59,5829.74,-910.15,2227.97,2009.99,217.98
21-04-2015,22567.6,5078.87,17488.73,3347.98,1983.15,1364.83
20-04-2015,5954.52,7461.38,-1506.86,2328.19,1365.69,962.5
17-04-2015,4625.4,5301.11,-675.71,1758.17,1685.65,72.52
16-04-2015,4354.74,4569.1,-214.36,1872.04,1439.77,432.27
15-04-2015,6592.06,6484.06,108.0,1704.62,1764.8,-60.18
13-04-2015,3760.19,3343.18,417.01,1475.61,1429.19,46.42
10-04-2015,4823.65,4460.86,362.79,1671.41,1806.59,-135.18
09-04-2015,5589.4,5395.59,193.81,2166.98,1674.19,492.79
08-04-2015,4536.32,5015.5,-479.18,1919.31,1536.77,382.54
07-04-2015,3718.64,3574.66,143.98,1260.02,1586.08,-326.06
06-04-2015,4437.97,3501.16,936.81,1666.97,1837.0,-170.03
01-04-2015,3928.44,3718.57,209.87,1558.08,1360.83,197.25
30-03-2015,3764.6,4004.94,-240.34,1971.84,1320.17,651.67
27-03-2015,4924.06,5244.58,-320.52,2500.19,1825.43,674.76
26-03-2015,7733.39,8254.62,-521.23,4287.68,3600.59,687.09
25-03-2015,6910.27,6097.08,813.19,2029.46,1932.94,96.52
24-03-2015,4647.75,3909.89,737.86,1858.13,2489.8,-631.67
23-03-2015,3074.37,2656.96,417.41,2004.04,1600.13,403.91
20-03-2015,7550.83,7196.24,354.59,1577.79,1796.99,-219.2
19-03-2015,5954.65,4525.93,1428.72,1658.13,1604.67,53.46
18-03-2015,3985.72,4443.15,-457.43,1504.07,2387.06,-882.99
17-03-2015,5123.12,4857.6,265.52,1370.51,1614.2,-243.69
16-03-2015,4582.91,5345.46,-762.55,1469.32,1310.67,158.65
13-03-2015,4841.32,4774.34,66.98,1726.25,1797.8,-71.55
12-03-2015,5428.9,4695.81,733.09,1643.94,2025.88,-381.94
11-03-2015,4343.92,4788.57,-444.65,1697.31,2036.27,-338.96
10-03-2015,4292.22,5040.35,-748.13,1872.98,1582.5,290.48
09-03-2015,5751.95,4913.65,838.3,1486.23,1521.54,-35.31
05-03-2015,4895.44,4815.6,79.84,1704.37,1897.91,-193.54
04-03-2015,7641.74,4855.5,2786.24,2638.94,2622.05,16.89
03-03-2015,5732.55,4959.63,772.92,1573.84,1877.72,-303.88
02-03-2015,6704.11,6279.32,424.79,2358.82,2178.47,180.35
28-02-2015,1398.5,784.47,614.03,1569.35,2310.09,-740.74
27-02-2015,9894.75,7937.65,1957.1,3072.13,3564.06,-491.93
26-02-2015,8397.27,6085.12,2312.15,2908.33,2567.54,340.79
25-02-2015,4764.43,4248.37,516.06,1737.36,1717.66,19.7
24-02-2015,5482.29,4785.01,697.28,1346.92,1493.9,-146.98
23-02-2015,4709.67,4107.76,601.91,1521.89,1685.68,-163.79
20-02-2015,3319.02,3408.43,-89.41,1722.37,1517.52,204.85
19-02-2015,5018.54,3475.84,1542.7,1498.5,1694.24,-195.74
18-02-2015,6540.83,4352.87,2187.96,2181.18,1853.31,327.87
16-02-2015,3707.54,3890.34,-182.8,1525.22,1244.45,280.77
13-02-2015,4589.36,4199.1,390.26,2454.14,2358.32,95.82
12-02-2015,4296.42,4702.7,-406.28,2143.62,1438.09,705.53
11-02-2015,3933.66,4304.93,-371.27,1674.69,1527.2,147.49
10-02-2015,4328.7,5589.89,-1261.19,2442.08,1590.76,851.32
09-02-2015,3163.41,3823.71,-660.3,1651.0,1181.45,469.55
06-02-2015,4126.53,4222.98,-96.45,1339.04,1223.55,115.49
05-02-2015,4533.69,4561.12,-27.43,2318.25,1992.64,325.61
04-02-2015,5057.23,5141.03,-83.8,1653.42,1725.77,-72.35
03-02-2015,5723.76,5988.11,-264.35,1966.33,2103.64,-137.31
02-02-2015,5639.15,6269.12,-629.97,1747.14,1971.21,-224.07
30-01-2015,6145.72,6917.27,-771.55,2281.99,2319.59,-37.6
29-01-2015,8753.64,7029.87,1723.77,2122.29,3802.38,-1680.09
28-01-2015,7236.15,5512.98,1723.17,1437.0,2729.7,-1292.7
27-01-2015,7816.2,6862.69,953.51,1449.09,2232.43,-783.34
23-01-2015,7171.82,5151.84,2019.98,1320.15,2620.11,-1299.96
22-01-2015,5408.39,4815.6,592.79,1781.45,2359.98,-578.53
20-01-2015,4796.0,3520.41,1275.59,1517.7,2279.3,-761.6
19-01-2015,3695.66,3261.94,433.72,1373.33,1611.04,-237.71
16-01-2015,6718.16,5618.23,1099.93,1417.6,2134.51,-716.91
15-01-2015,7405.38,5667.14,1738.24,2142.37,2669.64,-527.27
14-01-2015,4248.3,4318.04,-69.74,1647.21,1871.19,-223.98
13-01-2015,5046.28,4811.19,235.09,1917.84,1871.78,46.06
12-01-2015,3289.52,3044.57,244.95,1097.14,1428.32,-331.18
09-01-2015,4182.2,4480.19,-297.99,1876.92,1577.39,299.53
08-01-2015,4685.59,5152.37,-466.78,2174.4,1885.52,288.88
07-01-2015,3290.56,4363.74,-1073.18,2265.73,1664.33,601.4
06-01-2015,3138.11,4708.87,-1570.76,2646.3,1456.65,1189.65
05-01-2015,2569.89,2097.89,472.0,1098.28,1674.02,-575.74
02-01-2015,2082.96,1823.14,259.82,1527.3,1457.52,69.78
01-01-2015,248.38,230.18,18.2,691.07,671.51,19.56
30-12-2014,1684.45,1406.53,277.92,971.74,810.87,160.87
29-12-2014,1419.14,1623.36,-204.22,1154.73,794.35,360.38
26-12-2014,560.62,520.65,39.97,1060.03,642.74,417.29
24-12-2014,5112.98,7921.25,-2808.27,2910.17,2401.08,509.09
23-12-2014,2148.19,2593.12,-444.93,1845.54,1329.2,516.34
22-12-2014,2540.92,2876.16,-335.24,1542.76,1153.64,389.12
19-12-2014,5238.8,5907.65,-668.85,1928.5,1305.73,622.77
18-12-2014,3593.3,4468.19,-874.89,2126.21,1478.04,648.17
17-12-2014,4459.02,6095.38,-1636.36,3180.47,1756.64,1423.83
16-12-2014,4005.9,5253.14,-1247.24,2370.36,1835.76,534.6
15-12-2014,3296.78,3752.5,-455.72,1701.97,1565.95,136.02
12-12-2014,3220.62,4085.58,-864.96,1906.92,1583.51,323.41
11-12-2014,3726.81,4535.08,-808.27,1668.07,1236.14,431.93
09-12-2014,3661.31,3882.83,-221.52,1477.99,1823.37,-345.38
08-12-2014,8206.6,3222.0,4984.6,2458.71,1428.06,1030.65
05-12-2014,4071.22,4180.67,-109.45,1537.3,1371.25,166.05
04-12-2014,4043.19,3569.19,474.0,1236.04,1822.02,-585.98
03-12-2014,4758.37,4367.3,391.07,1976.4,2133.63,-157.23
02-12-2014,3570.7,3463.88,106.82,1513.18,1553.6,-40.42
01-12-2014,4336.73,4349.09,-12.36,1572.33,2127.5,-555.17
28-11-2014,5160.09,4224.23,935.86,2561.35,3000.66,-439.31
27-11-2014,5442.99,5053.26,389.73,2669.06,2332.21,336.85
26-11-2014,3517.53,3336.07,181.46,1696.37,2011.01,-314.64
25-11-2014,13086.79,11917.85,1168.94,2030.27,2762.39,-732.12
24-11-2014,4382.65,3975.23,407.42,1606.27,1769.05,-162.78
21-11-2014,4134.87,4012.37,122.5,1662.12,1524.53,137.59
20-11-2014,3163.39,3640.54,-477.15,1271.0,1169.38,101.62
19-11-2014,4313.42,4241.62,71.8,1170.4,1661.66,-491.26
18-11-2014,3900.45,4002.43,-101.98,1586.1,1818.52,-232.42
17-11-2014,3693.78,3037.41,656.37,1576.48,1824.34,-247.86
14-11-2014,4986.8,4340.9,645.9,1418.23,1935.74,-517.51
13-11-2014,3933.01,3242.4,690.61,1090.87,1829.11,-738.24
12-11-2014,4112.93,3653.46,459.47,1249.68,1809.12,-559.44
11-11-2014,4443.96,3985.92,458.04,1181.26,1698.24,-516.98
10-11-2014,4291.6,3936.3,355.3,1435.41,1750.34,-314.93
07-11-2014,8091.15,5554.02,2537.13,1818.33,2010.53,-192.2
05-11-2014,7123.22,6092.37,1030.85,1307.55,2512.18,-1204.63
03-11-2014,4459.07,3045.73,1413.34,1334.2,2517.28,-1183.08
31-10-2014,5582.74,3828.01,1754.73,2175.71,2452.2,-276.49
30-10-2014,6643.75,5386.26,1257.49,2232.69,2326.7,-94.01
29-10-2014,4453.43,3667.82,785.61,1263.56,1770.85,-507.29
28-10-2014,3709.09,3817.09,-108.0,1324.46,1424.12,-99.66
27-10-2014,3914.1,3864.96,49.14,1292.02,1282.47,9.55
22-10-2014,3639.4,3631.86,7.54,1641.31,1265.76,375.55
21-10-2014,4695.31,4662.91,32.4,1772.92,1703.98,68.94
20-10-2014,5287.33,4247.25,1040.08,1868.6,2034.71,-166.11
17-10-2014,3554.06,4984.09,-1430.03,2565.98,1828.67,737.31
16-10-2014,4206.91,5335.28,-1128.37,2052.18,1387.73,664.45
14-10-2014,2942.08,3636.75,-694.67,1825.97,1330.45,495.52
13-10-2014,2480.59,3151.65,-671.06,1618.85,1052.02,566.83
10-10-2014,2576.53,3296.3,-719.77,1866.91,1308.7,558.21
09-10-2014,3148.31,3169.2,-20.89,2020.1,1396.46,623.64
08-10-2014,3252.99,4693.98,-1440.99,1937.08,1273.99,663.09
07-10-2014,5056.61,5389.45,-332.84,1814.9,1487.25,327.65
01-10-2014,3534.85,3598.09,-63.24,1418.1,1262.41,155.69
29-09-2014,2643.78,2493.68,150.1,1323.36,1088.84,234.52
26-09-2014,3622.07,4755.71,-1133.64,2795.91,1460.58,1335.33
25-09-2014,6308.96,7160.2,-851.24,2822.33,2003.71,818.62
24-09-2014,3543.2,4336.85,-793.65,1461.38,1476.67,-15.29
23-09-2014,3951.71,5136.88,-1185.17,1858.96,1533.26,325.7
22-09-2014,2666.51,2852.92,-186.41,1309.17,1277.68,31.49
19-09-2014,9067.97,9074.5,-6.53,1581.36,1344.21,237.15
18-09-2014,3383.39,3392.96,-9.57,1671.65,1587.2,84.45
17-09-2014,4278.46,4142.38,136.08,1635.63,1796.82,-161.19
16-09-2014,3146.53,3975.48,-828.95,2090.2,1624.59,465.61
15-09-2014,3035.25,3109.84,-74.59,1504.75,1579.24,-74.49
12-09-2014,3745.68,3562.88,182.8,1651.73,1860.17,-208.44
11-09-2014,3758.59,3325.04,433.55,1450.66,1981.37,-530.71
10-09-2014,3117.67,3127.58,-9.91,1210.62,1721.87,-511.25
09-09-2014,2716.67,2237.27,479.4,1020.68,1772.77,-752.09
08-09-2014,4416.57,3253.59,1162.98,1530.08,2038.45,-508.37
05-09-2014,3807.81,3497.3,310.51,1217.3,1572.11,-354.81
04-09-2014,5458.31,3760.57,1697.74,1172.65,1727.88,-555.23
03-09-2014,6178.38,4889.81,1288.57,1762.22,2231.91,-469.69
02-09-2014,3876.27,3203.46,672.81,1820.36,1988.21,-167.85
01-09-2014,3833.02,3278.88,554.14,1135.18,1696.87,-561.69
28-08-2014,6741.81,7452.44,-710.63,2677.78,1947.35,730.43
27-08-2014,3583.3,3293.12,290.18,1797.25,1560.26,236.99
26-08-2014,3212.56,2847.84,364.72,1309.79,1568.97,-259.18
25-08-2014,2558.73,2431.4,127.33,1252.79,1207.08,45.71
22-08-2014,3351.04,3048.98,302.06,1416.48,1600.12,-183.64
21-08-2014,3834.4,3421.63,412.77,1881.36,1817.62,63.74
20-08-2014,3505.89,3254.53,251.36,1437.22,1918.59,-481.37
19-08-2014,4329.53,3770.14,559.39,1683.07,1946.44,-263.37
18-08-2014,3799.79,3326.37,473.42,1526.35,1036.31,490.04
14-08-2014,3696.35,3071.17,625.18,1487.34,1351.59,135.75
13-08-2014,4745.81,4027.54,718.27,1627.54,1605.51,22.03
12-08-2014,3088.93,2718.1,370.83,1221.99,1261.77,-39.78
11-08-2014,2795.42,2958.34,-162.92,1159.48,925.07,234.41
08-08-2014,2754.39,3258.13,-503.74,1560.6,1104.58,456.02
07-08-2014,2714.74,2787.81,-73.07,1290.1,1061.11,228.99
06-08-2014,4052.29,3768.42,283.87,1148.74,1116.15,32.59
05-08-2014,3029.3,2976.45,52.85,1306.52,1244.3,62.22
04-08-2014,4196.86,3824.3,372.56,1384.14,1634.94,-250.8
01-08-2014,4694.49,5767.45,-1072.96,2441.26,1366.56,1074.7
30-07-2014,6133.66,6515.32,-381.66,2453.02,1937.37,515.65
28-07-2014,2919.4,2844.36,75.04,1388.94,1333.03,55.91
25-07-2014,3749.73,3624.22,125.51,1665.38,1875.4,-210.02
24-07-2014,3269.44,2987.0,282.44,1224.83,1515.18,-290.35
23-07-2014,3652.41,3000.01,652.4,1348.27,1640.36,-292.09
22-07-2014,3509.38,3097.35,412.03,1482.39,1423.16,59.23
21-07-2014,2674.38,2513.21,161.17,992.28,1173.44,-181.16
18-07-2014,3291.31,2716.84,574.47,1074.52,1357.69,-283.17
17-07-2014,4488.64,2576.22,1912.42,1454.82,2770.84,-1316.02
16-07-2014,4501.16,3879.48,621.68,1600.18,1648.66,-48.48
15-07-2014,3026.38,3029.78,-3.4,1464.59,992.81,471.78
14-07-2014,3026.32,3584.57,-558.25,1352.17,1020.65,331.52
11-07-2014,3651.27,4374.75,-723.48,1926.26,1971.19,-44.93
10-07-2014,5059.03,4897.48,161.55,2089.03,2084.14,4.89
09-07-2014,4422.85,3777.66,645.19,1620.48,1885.67,-265.19
08-07-2014,5138.38,4715.66,422.72,1450.28,1849.84,-399.56
07-07-2014,5720.05,5521.48,198.57,1935.4,2020.62,-85.22
04-07-2014,3626.61,2683.42,943.19,989.16,1842.26,-853.1
03-07-2014,4409.29,3458.47,950.82,1209.54,1833.75,-624.21
02-07-2014,4805.76,3515.08,1290.68,1471.88,1879.59,-407.71
01-07-2014,3790.73,2934.38,856.35,1245.28,2019.94,-774.66
30-06-2014,5228.56,3940.4,1288.16,1644.57,1825.8,-181.23
27-06-2014,3780.97,3598.42,182.55,1422.69,1595.09,-172.4
26-06-2014,4465.65,5067.54,-601.89,2034.67,1863.75,170.92
25-06-2014,3739.2,3044.57,694.63,1410.34,1843.97,-433.63
24-06-2014,3817.74,3533.13,284.61,1550.52,1766.69,-216.17
23-06-2014,2764.53,2979.02,-214.49,1655.84,1538.41,117.43
20-06-2014,4132.41,4353.06,-220.65,1099.21,1025.36,73.85
19-06-2014,3982.66,4403.17,-420.51,1213.19,1331.0,-117.81
18-06-2014,4438.7,4072.52,366.18,1649.51,1331.36,318.15
17-06-2014,4641.02,4593.0,48.02,1435.15,1671.94,-236.79
16-06-2014,3715.13,3909.23,-194.1,1187.21,1635.51,-448.3
13-06-2014,5305.7,4205.78,1099.92,1545.83,1187.12,358.71
12-06-2014,4192.31,3539.96,652.35,1146.5,1888.71,-742.21
11-06-2014,4839.57,5152.97,-313.4,1310.96,1718.72,-407.76
10-06-2014,5397.8,4715.54,682.26,1312.36,2527.83,-1215.47
09-06-2014,5617.07,5080.39,536.68,1837.36,2327.39,-490.03
06-06-2014,7957.08,6674.04,1283.04,2036.19,2351.34,-315.15
05-06-2014,7408.08,6039.11,1368.97,1807.48,2233.27,-425.79
03-06-2014,5615.85,5040.76,575.09,1486.77,1386.96,99.81
02-06-2014,3418.27,3183.78,234.49,1478.47,1627.28,-148.81
29-05-2014,6821.81,7344.71,-522.9,2386.37,2191.17,195.2
28-05-2014,5553.09,5839.63,-286.54,1525.53,1558.93,-33.4
27-05-2014,5062.53,5265.14,-202.61,1449.11,1544.74,-95.63
26-05-2014,5744.28,5828.41,-84.13,2498.83,2707.22,-208.39
23-05-2014,6726.68,6309.88,416.8,1864.56,2000.06,-135.5
22-05-2014,6656.03,6951.02,-294.99,2086.27,1883.2,203.07
21-05-2014,5630.6,5896.82,-266.22,1575.7,2014.73,-439.03
20-05-2014,7008.21,7112.74,-104.53,1560.27,2217.1,-656.83
19-05-2014,8446.21,7096.17,1350.04,3299.12,3647.6,-348.48
16-05-2014,11962.31,8327.49,3634.82,3329.16,3678.48,-349.32
15-05-2014,4821.3,3886.36,934.94,1705.37,2090.77,-385.4
14-05-2014,5378.75,3858.67,1520.08,1294.01,1704.02,-410.01
13-05-2014,6199.33,4173.1,2026.23,1638.14,2287.56,-649.42
12-05-2014,4606.0,3388.05,1217.95,1939.85,1847.29,92.56
09-05-2014,4671.34,3402.56,1268.78,1670.16,1745.46,-75.3
08-05-2014,3546.43,3183.19,363.24,1371.27,1491.17,-119.9
07-05-2014,4257.46,4138.35,119.11,1250.19,1509.07,-258.88
06-05-2014,1702.11,1656.18,45.93,1352.01,1407.74,-55.73
05-05-2014,2237.0,1957.14,279.86,1065.17,1065.17,0.0
02-05-2014,2777.61,2390.66,386.95,772.4,1178.05,-405.65
30-04-2014,4444.92,3990.44,454.48,1329.06,1322.6,6.46
29-04-2014,2736.04,2448.06,287.98,853.04,1403.93,-550.89
28-04-2014,3541.13,3464.11,77.02,931.52,1302.05,-370.53
25-04-2014,4618.36,4323.35,295.01,1055.59,1472.89,-417.3
23-04-2014,5607.62,4840.01,767.61,1732.51,2266.39,-533.88
22-04-2014,2520.78,2357.85,162.93,1074.26,1372.72,-298.46
21-04-2014,2258.18,2045.33,212.85,1419.49,1637.15,-217.66
17-04-2014,3360.34,2926.94,433.4,1531.02,1653.77,-122.75
16-04-2014,2998.97,3043.66,-44.69,1058.34,1406.04,-347.7
15-04-2014,3695.95,3717.58,-21.63,1150.09,1428.36,-278.27
11-04-2014,3790.37,4152.66,-362.29,1727.61,1362.69,364.92
10-04-2014,5030.87,4688.12,342.75,1881.94,1868.49,13.45
09-04-2014,5347.46,4303.6,1043.86,1576.68,2040.46,-463.78
07-04-2014,3591.96,2888.25,703.71,689.84,1771.2,-1081.36
04-04-2014,3106.52,2874.06,232.46,977.9,2102.96,-1125.06
03-04-2014,4733.22,4015.83,717.39,1091.01,1807.58,-716.57
02-04-2014,4650.19,4055.52,594.67,1455.93,1927.71,-471.78
01-04-2014,3568.87,3183.21,385.66,1158.87,1406.75,-247.88
31-03-2014,4248.84,3305.98,942.86,1358.08,1969.3,-611.22
28-03-2014,4323.8,2960.93,1362.87,1360.21,1568.55,-208.34
27-03-2014,8064.48,5872.55,2191.93,2324.96,2916.79,-591.83
26-03-2014,3965.79,2961.27,1004.52,1644.44,2000.55,-356.11
25-03-2014,3943.0,2720.0,1223.0,1177.0,1721.0,-544.0
24-03-2014,3889.48,2423.86,1465.62,972.7,1743.09,-770.39
21-03-2014,8460.75,4238.65,4222.1,3605.21,7681.81,-4076.6
20-03-2014,3528.74,2806.72,722.02,945.3,1508.59,-563.29
19-03-2014,4655.28,3585.54,1069.74,1328.84,1939.8,-610.96
18-03-2014,4629.09,3617.14,1011.95,1156.69,1358.66,-201.97
14-03-2014,3951.44,2969.25,982.19,733.47,1599.89,-866.42
13-03-2014,3955.11,3338.49,616.62,1215.54,1529.94,-314.4
12-03-2014,3219.19,2354.84,864.35,654.43,1476.4,-821.97
11-03-2014,4406.51,2935.28,1471.23,1050.23,2381.96,-1331.73
10-03-2014,5106.66,3853.01,1253.65,1578.41,2623.23,-1044.82
07-03-2014,6398.33,3820.89,2577.44,1678.02,2347.6,-669.58
06-03-2014,4038.74,2765.81,1272.93,989.17,1556.27,-567.1
05-03-2014,3103.41,2366.12,737.29,983.98,1185.83,-201.85
04-03-2014,2528.91,2343.3,185.61,1087.73,1432.23,-344.5
03-03-2014,2524.18,2325.65,198.53,2717.47,1151.16,1566.31
28-02-2014,6737.21,6145.39,591.82,1334.45,1322.43,12.02
26-02-2014,4047.65,3536.5,511.15,1163.89,1415.8,-251.91
25-02-2014,2649.66,2226.25,423.41,790.52,1079.64,-289.12
24-02-2014,2379.03,2112.16,266.87,580.59,829.08,-248.49
21-02-2014,2371.43,1768.02,603.41,582.18,963.73,-381.55
20-02-2014,2382.18,2175.72,206.46,457.4,1058.11,-600.71
19-02-2014,1812.17,1343.7,468.47,458.89,797.63,-338.74
18-02-2014,2327.07,2034.84,292.23,738.64,893.47,-154.83
17-02-2014,2461.48,1938.66,522.82,490.88,736.05,-245.17
14-02-2014,2345.63,2361.49,-15.86,805.14,850.14,-45.0
13-02-2014,2470.02,2070.62,399.4,763.56,1055.96,-292.4
12-02-2014,2680.61,2468.62,211.99,1377.02,1638.98,-261.96
11-02-2014,2488.58,2653.98,-165.4,1290.08,1047.71,242.37
10-02-2014,2052.14,2507.32,-455.18,1378.61,1083.82,294.79
07-02-2014,2787.0,2776.25,10.75,1641.95,1031.15,610.8
06-02-2014,2787.0,2776.25,10.75,1641.95,1031.15,610.8
05-02-2014,2286.14,2862.34,-576.2,1610.18,794.95,815.23
04-02-2014,1897.83,3131.85,-1234.02,1969.84,1105.29,864.55
03-02-2014,2798.91,3451.88,-652.97,1294.09,967.08,327.01
29-01-2014,3251.51,3001.03,250.48,1287.61,1304.48,-16.87
28-01-2014,2756.77,4024.12,-1267.35,2468.29,1289.48,1178.81
27-01-2014,2733.82,4068.03,-1334.21,1484.0,1332.98,151.02
24-01-2014,3136.11,3367.07,-230.96,1093.35,1171.4,-78.05
23-01-2014,3213.91,2780.31,433.6,842.28,1235.96,-393.68
22-01-2014,3241.2,2961.75,279.45,917.03,1007.6,-90.57
21-01-2014,2862.48,2906.22,-43.74,1031.91,850.41,181.5
20-01-2014,2605.65,2220.76,384.89,859.79,1170.26,-310.47
17-01-2014,4973.63,4898.36,75.27,1516.24,1374.59,141.65
16-01-2014,3676.96,3197.68,479.28,868.11,1659.86,-791.75
15-01-2014,3635.25,2921.96,713.29,781.7,1471.72,-690.02
14-01-2014,2393.4,2654.28,-260.88,587.23,685.16,-97.93
13-01-2014,2977.97,2564.12,413.85,778.96,1096.48,-317.52
10-01-2014,3116.25,3048.09,68.16,1315.14,1233.41,81.73
09-01-2014,2842.61,2846.35,-3.74,1171.95,1290.4,-118.45
08-01-2014,2789.11,2709.43,79.68,1114.1,1202.25,-88.15
07-01-2014,2227.91,2794.93,-567.02,1115.68,1056.24,59.44
06-01-2014,1928.9,2247.81,-318.91,1080.83,1103.37,-22.54
03-01-2014,1876.98,1895.04,-18.06,927.26,1208.03,-280.77
02-01-2014,2396.16,1722.11,674.05,914.67,1104.42,-189.75
01-01-2014,225.12,214.96,10.16,359.22,581.34,-222.12
30-12-2013,1304.93,1188.87,116.06,676.58,883.73,-207.15
27-12-2013,1352.35,1056.59,295.76,793.34,953.19,-159.85
26-12-2013,2665.98,1922.28,743.7,1133.18,1336.62,-203.44
24-12-2013,1175.13,1134.46,40.67,819.29,863.19,-43.9
23-12-2013,2781.45,2646.03,135.42,980.95,942.6,38.35
20-12-2013,3444.87,2454.68,990.19,1155.52,1403.47,-247.95
19-12-2013,4286.14,2022.03,2264.11,1617.49,1659.08,-41.59
18-12-2013,4557.33,3358.73,1198.6,973.59,1386.6,-413.01
17-12-2013,3130.68,2880.75,249.93,1057.52,1154.35,-96.83
16-12-2013,2333.74,2174.19,159.55,997.8,1127.3,-129.5
13-12-2013,3121.35,3553.37,-432.02,991.13,1036.2,-45.07
12-12-2013,2876.19,2688.38,187.81,750.14,1104.99,-354.85
11-12-2013,2972.33,2009.62,962.71,712.69,1554.64,-841.95
10-12-2013,4574.97,4179.29,395.68,1165.87,1794.03,-628.16
09-12-2013,4863.1,2389.93,2473.17,1236.34,2442.15,-1205.81
06-12-2013,3111.35,2247.58,863.77,946.59,1690.52,-743.93
05-12-2013,3925.95,2774.44,1151.51,1138.04,1812.06,-674.02
04-12-2013,2340.77,2288.66,52.11,1034.55,1052.6,-18.05
03-12-2013,2538.4,2021.81,516.59,883.29,1554.55,-671.26
02-12-2013,2247.86,1456.89,790.97,692.3,1310.5,-618.2
29-11-2013,2632.22,1887.06,745.16,1042.58,1144.34,-101.76
28-11-2013,3136.23,3033.32,102.91,1790.8,1460.29,330.51
27-11-2013,2410.92,2459.45,-48.53,778.26,836.39,-58.13
26-11-2013,6271.27,6610.43,-339.16,1181.92,1538.82,-356.9
25-11-2013,2558.3,1720.5,837.8,667.72,1460.15,-792.43
22-11-2013,1864.71,1867.54,-2.83,705.87,958.32,-252.45
